id,uid,description,permission-granted,permission-revoked,original-time,save-time
1473,1643416,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1474,1626326,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1475,1609773,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1476,1524893,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1477,1511971,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1478,1458846,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1479,1446742,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1480,1441177,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1481,1416713,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1482,1307227,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1483,1240580,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1484,1209055,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1485,1101566,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1486,1022631,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1487,1012982,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1488,1009634,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1489,995938,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1490,892625,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1491,766022,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1492,745634,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1493,735783,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1494,633473,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:28,2025/12/8 6:53
1495,2011717,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:22,2025/12/8 6:53
1496,2001997,多次比赛违规,0,2,2025/12/8 0:22,2025/12/8 6:53
1497,1999114,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:22,2025/12/8 6:53
1498,1986360,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:22,2025/12/8 6:53
1499,1936221,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:22,2025/12/8 6:53
1500,1874408,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:22,2025/12/8 6:53
1501,1848390,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 0:22,2025/12/8 6:53
1502,1019472,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 10:40,2025/12/8 10:45
1503,1859628,创建滥用洛谷资源的团队,0,2,2025/12/8 10:38,2025/12/8 10:45
1504,972985,有棕名前科，抄袭多个题题解,0,2,2025/12/8 10:36,2025/12/8 10:45
1505,972985,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 10:36,2025/12/8 10:45
1506,1270926,"根据用户申请（#EBXJ657653）进行调整：\
解除用户申请的禁用图床",524288,0,2025/12/8 10:13,2025/12/8 10:45
1507,850062,"根据用户申请（#WKUW175116）进行调整：\
禁止专栏满一年",131072,0,2025/12/8 10:12,2025/12/8 10:45
1508,1227981,"根据用户申请（#GTXB915953）进行调整：\
用户申请",0,753664,2025/12/8 10:12,2025/12/8 10:45
1509,920632,发布举报自己的用户举报工单，并且在工单下辱骂自己,0,32768,2025/12/8 11:10,2025/12/8 12:00
1510,1938318,违规用户名,0,2,2025/12/8 11:06,2025/12/8 12:00
1511,1661630,发布含有辱骂信息的文章,0,131072,2025/12/8 10:55,2025/12/8 12:00
1512,1120196,"根据用户申请（#HFXA221067）进行调整：\
使用奖项认证复活币解除禁止私信",65536,0,2025/12/8 15:35,2025/12/8 15:43
1513,1003222,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:16,2025/12/8 16:29
1514,1706954,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:16,2025/12/8 16:29
1515,1645546,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:16,2025/12/8 16:29
1516,1661780,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:16,2025/12/8 16:29
1517,1803646,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:16,2025/12/8 16:29
1518,1333397,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:16,2025/12/8 16:29
1519,1673693,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:16,2025/12/8 16:29
1520,561178,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:16,2025/12/8 16:29
1521,1129020,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:16,2025/12/8 16:29
1522,1329777,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:03,2025/12/8 16:29
1523,1764483,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:03,2025/12/8 16:29
1524,1772397,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:03,2025/12/8 16:29
1525,1685102,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:03,2025/12/8 16:29
1526,1030305,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:03,2025/12/8 16:29
1527,1234429,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:03,2025/12/8 16:29
1528,1836614,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:03,2025/12/8 16:29
1529,1498260,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:03,2025/12/8 16:29
1530,1803803,因学术不端而棕名惩罚 14 天,0,0,2025/12/8 16:03,2025/12/8 16:29
1531,1853652,提交书面检讨,2,0,2025/12/8 19:15,2025/12/8 20:26
1532,678965,"根据用户申请（#CWQA674618）进行调整：\
禁言满一年",32768,0,2025/12/8 23:08,2025/12/9 11:29
1533,1376355,"根据用户申请（#GLQU762978）进行调整：\
用户申请",0,753664,2025/12/8 23:08,2025/12/9 11:29
1534,1656441,"根据用户申请（#WUKC619167）进行调整：\
使用奖项认证复活币解除禁言",32768,0,2025/12/8 23:08,2025/12/9 11:29
1535,1753388,"根据用户申请（#RLYE661574）进行调整：\
解除用户申请的禁止专栏",131072,0,2025/12/8 23:08,2025/12/9 11:29
1536,516346,专栏志愿者轮换,516,0,2025/12/8 21:59,2025/12/9 11:29
1537,511639,专栏志愿者轮换,516,0,2025/12/8 21:59,2025/12/9 11:29
1538,879904,专栏志愿者轮换,516,0,2025/12/8 21:59,2025/12/9 11:29
1539,818693,专栏志愿者轮换,516,0,2025/12/8 21:59,2025/12/9 11:29
1540,288866,专栏志愿者轮换,516,0,2025/12/8 21:59,2025/12/9 11:29
1541,737864,专栏志愿者轮换,516,0,2025/12/8 21:59,2025/12/9 11:29
1542,483824,专栏志愿者轮换,516,0,2025/12/8 21:59,2025/12/9 11:29
1543,400269,专栏志愿者轮换,516,0,2025/12/8 21:59,2025/12/9 11:29
1544,608740,专栏志愿者轮换,516,0,2025/12/8 21:59,2025/12/9 11:29
1545,302805,专栏志愿者轮换,516,0,2025/12/8 21:59,2025/12/9 11:29
1546,376265,专栏志愿者轮换,516,0,2025/12/8 21:59,2025/12/9 11:29
1547,844951,专栏志愿者轮换，感谢贡献,0,516,2025/12/8 20:52,2025/12/9 11:29
1548,920947,专栏志愿者轮换，感谢贡献,0,516,2025/12/8 20:52,2025/12/9 11:29
1549,580107,专栏志愿者轮换，感谢贡献,0,516,2025/12/8 20:52,2025/12/9 11:29
1550,477443,专栏志愿者轮换，感谢贡献,0,516,2025/12/8 20:52,2025/12/9 11:29
1551,716556,专栏志愿者轮换，感谢贡献,0,516,2025/12/8 20:52,2025/12/9 11:29
1552,399762,专栏志愿者轮换，感谢贡献,0,512,2025/12/8 20:52,2025/12/9 11:29
1553,768612,专栏志愿者轮换，感谢贡献,0,516,2025/12/8 20:52,2025/12/9 11:29
1554,463956,专栏志愿者轮换，感谢贡献,0,516,2025/12/8 20:52,2025/12/9 11:29
1555,224336,专栏志愿者轮换，感谢贡献,0,516,2025/12/8 20:51,2025/12/9 11:29
1556,109114,专栏志愿者轮换，感谢贡献,0,516,2025/12/8 20:51,2025/12/9 11:29
1557,361141,专栏志愿者轮换，感谢贡献,0,516,2025/12/8 20:51,2025/12/9 11:29
1558,967729,报名洛谷网校使用复活币,2,0,2025/12/8 20:45,2025/12/9 11:29
1559,920406,发布无意义讨论（7 天）,0,32768,2025/12/9 11:30,2025/12/9 12:00
1560,1120209,违规用户名,0,2,2025/12/9 21:38,2025/12/9 21:55
1561,1466131,违规用户名,0,2,2025/12/9 21:38,2025/12/9 21:55
1562,1989335,因学术不端而棕名惩罚 14 天,0,0,2025/12/9 21:38,2025/12/9 21:55
1563,1015177,违规用户名,0,2,2025/12/10 21:18,2025/12/10 22:14
1564,1113493,违规用户名,0,2,2025/12/10 21:18,2025/12/10 22:14
1565,686030,违规用户名,0,2,2025/12/10 21:17,2025/12/10 22:14
1566,1263775,违规用户名,0,2,2025/12/10 21:17,2025/12/10 22:14
1567,1804414,因学术不端而棕名惩罚 14 天,0,0,2025/12/10 16:23,2025/12/10 22:14
1568,1658613,"根据用户申请（#FEKU841835）进行调整：\
禁言满 7 天",32768,0,2025/12/10 16:22,2025/12/10 22:14
1569,80614,比赛志愿者轮换，感谢贡献,0,556,2025/12/10 15:28,2025/12/10 22:14
1570,74020,题库志愿者轮换，感谢贡献,0,556,2025/12/10 15:27,2025/12/10 22:14
1571,1631777,私信辱骂管理,0,65536,2025/12/10 13:40,2025/12/10 22:14
1572,1383979,无意义工单,0,32768,2025/12/10 22:37,2025/12/10 22:47
1573,274215,辱骂（7天）,0,32768,2025/12/11 14:43,2025/12/11 17:06
1574,1042469,提交书面检讨,2,0,2025/12/11 17:54,2025/12/11 18:28
1575,1999114,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1576,1965123,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1577,1835007,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1578,1827363,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1579,1826464,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1580,1823683,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1581,1794290,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1582,1784935,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1583,1773399,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1584,1764483,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1585,1729695,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1586,1674542,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1587,1634119,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1588,1631901,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1589,1631777,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1590,1624025,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1591,1572028,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1592,1560075,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1593,1538445,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1594,1524893,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1595,1488835,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1596,1462088,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1597,1416713,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1598,1413888,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1599,1388497,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1600,1377923,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1601,1373851,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1602,1341301,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1603,1339620,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1604,1333397,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1605,1308091,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1606,1307227,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1607,1277267,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1608,1253398,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1609,1129020,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1610,1038831,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1611,1012982,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1612,1009634,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1613,1001552,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1614,892625,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1615,809373,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1616,766022,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1617,735783,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1618,633473,多次比赛违规,0,2,2025/12/11 18:44,2025/12/11 20:14
1619,726902,多次发布低质、无意义的题目工单（7 天）,0,32768,2025/12/12 8:33,2025/12/12 8:51
1620,1279738,根据用户申请（#WKCH874255）进行调整,32768,0,2025/12/12 10:44,2025/12/12 12:00
1621,1049846,因学术不端而棕名惩罚 1 天,0,0,2025/12/12 16:56,2025/12/12 17:03
1622,1394300,因学术不端而棕名惩罚 1 天,0,0,2025/12/12 16:54,2025/12/12 17:03
1623,738431,"根据用户申请（#GFKH493689）进行调整：\
使用洛谷网校复活币解禁",32768,0,2025/12/13 14:12,2025/12/13 16:21
1624,1176398,"根据用户申请（#WJFB845663）进行调整：\
用户申请",0,32768,2025/12/13 14:12,2025/12/13 16:21
1625,1769771,"根据用户申请（#FFBW683655）进行调整：\
用户申请",0,229376,2025/12/13 14:12,2025/12/13 16:21
1626,590466,"根据用户申请（#QLVG209226）进行调整：\
禁言满 7 天",32768,0,2025/12/13 14:11,2025/12/13 16:21
1627,1695884,"根据用户申请（#RTXY261587）进行调整：\
禁言满 7 天",32768,0,2025/12/13 14:11,2025/12/13 16:21
1628,762117,"根据用户申请（#BUFH696765）进行调整：\
解除用户申请的禁言",32768,0,2025/12/13 14:11,2025/12/13 16:21
1629,927666,提交书面检讨,2,0,2025/12/13 23:50,2025/12/14 8:38
1630,1592692,提交书面检讨,65536,0,2025/12/13 23:07,2025/12/14 8:38
1631,1609411,提交书面检讨,2,0,2025/12/13 23:06,2025/12/14 8:38
1632,1007041,提交书面检讨，允许解封,65536,0,2025/12/13 23:05,2025/12/14 8:38
1633,1098781,提交书面检讨,2,0,2025/12/13 23:05,2025/12/14 8:38
1634,1860947,发布无意义工单（7 天）,0,32768,2025/12/13 23:04,2025/12/14 8:38
1635,416975,多次发布令人不适的言论（7 天）,0,32768,2025/12/14 8:50,2025/12/14 9:28
1636,1228290,多次提交不符合要求的文章进行审核，多次警告后未改正,0,131072,2025/12/14 8:41,2025/12/14 9:28
1637,1943783,在 QQ 群传播盗版深入浅出书籍,0,2,2025/12/14 11:03,2025/12/14 11:40
1638,1164775,"根据用户申请（#KFGE985106）进行调整：\
禁言满 7 天",32768,0,2025/12/14 11:01,2025/12/14 11:40
1639,1610403,"根据用户申请（#UEAA670253）进行调整：\
用户申请",0,524288,2025/12/14 11:01,2025/12/14 11:40
1640,1646921,因学术不端而棕名惩罚 14 天,0,0,2025/12/14 10:38,2025/12/14 11:40
1641,1646921,提交抄袭他人题解的题解,0,131072,2025/12/14 10:38,2025/12/14 11:40
1642,2002780,因学术不端而棕名惩罚 14 天,0,0,2025/12/14 16:10,2025/12/14 16:13
1643,1723690,比赛作弊,0,2,2025/12/14 16:57,2025/12/14 17:58
1644,1646921,经过核查，这是近一个半月的第二次棕名，且提交抄袭的题解进行题解审核的文章数较多,0,2,2025/12/14 20:37,2025/12/14 20:47
1645,65864,专栏志愿者轮换,516,0,2025/12/15 12:41,2025/12/15 14:00
1646,920947,专栏志愿者轮换,516,0,2025/12/15 12:41,2025/12/15 14:00
1647,879904,专栏志愿者轮换,516,0,2025/12/15 12:41,2025/12/15 14:00
1648,820056,专栏志愿者轮换,512,0,2025/12/15 12:41,2025/12/15 14:00
1649,549623,专栏志愿者轮换,516,0,2025/12/15 12:41,2025/12/15 14:00
1650,468657,专栏志愿者轮换,516,0,2025/12/15 12:41,2025/12/15 14:00
1651,455474,专栏志愿者轮换,516,0,2025/12/15 12:41,2025/12/15 14:00
1652,397982,专栏志愿者轮换,516,0,2025/12/15 12:41,2025/12/15 14:00
1653,264360,专栏志愿者轮换,516,0,2025/12/15 12:41,2025/12/15 14:00
1654,674469,专栏志愿者轮换,516,0,2025/12/15 12:41,2025/12/15 14:00
1655,603277,专栏志愿者轮换,516,0,2025/12/15 12:41,2025/12/15 14:00
1656,516346,专栏志愿者轮换，感谢贡献,0,516,2025/12/15 12:40,2025/12/15 14:00
1657,511639,专栏志愿者轮换，感谢贡献,0,516,2025/12/15 12:40,2025/12/15 14:00
1658,879904,专栏志愿者轮换，感谢贡献,0,516,2025/12/15 12:40,2025/12/15 14:00
1659,818693,专栏志愿者轮换，感谢贡献,0,516,2025/12/15 12:40,2025/12/15 14:00
1660,288866,专栏志愿者轮换，感谢贡献,0,516,2025/12/15 12:40,2025/12/15 14:00
1661,737864,专栏志愿者轮换，感谢贡献,0,516,2025/12/15 12:40,2025/12/15 14:00
1662,483824,专栏志愿者轮换，感谢贡献,0,516,2025/12/15 12:40,2025/12/15 14:00
1663,400269,专栏志愿者轮换，感谢贡献,0,516,2025/12/15 12:40,2025/12/15 14:00
1664,608740,专栏志愿者轮换，感谢贡献,0,516,2025/12/15 12:40,2025/12/15 14:00
1665,302805,专栏志愿者轮换，感谢贡献,0,516,2025/12/15 12:40,2025/12/15 14:00
1666,376265,专栏志愿者轮换，感谢贡献,0,516,2025/12/15 12:40,2025/12/15 14:00
1667,1461411,在管理明确不允许发布无意义回复的讨论下，发布无意义回复（7 天）,0,32768,2025/12/15 17:37,2025/12/15 18:27
1668,1423269,在管理明确不允许发布无意义回复的讨论下，发布无意义回复（7 天）,0,32768,2025/12/15 17:37,2025/12/15 18:27
1669,1409763,在管理明确不允许发布无意义回复的讨论下，发布无意义回复（7 天）,0,32768,2025/12/15 17:37,2025/12/15 18:27
1670,1818753,在管理明确不允许发布无意义回复的讨论下，发布无意义回复（7 天）,0,32768,2025/12/15 17:37,2025/12/15 18:27
1671,371415,违规用户名,0,2,2025/12/15 16:42,2025/12/15 18:27
1672,1273755,"根据用户申请（#EQCG312299）进行调整：\
解除用户申请的禁言",32768,0,2025/12/15 14:41,2025/12/15 18:27
1673,490907,"根据用户申请（#QBXA103489）进行调整：\
解除用户申请的禁止私信",65536,0,2025/12/15 14:40,2025/12/15 18:27
1674,1442532,"根据用户申请（#HQCT255423）进行调整：\
禁言满 7 天",32768,0,2025/12/15 14:40,2025/12/15 18:27
1675,1021053,"根据用户申请（#CCFB652078）进行调整：\
解除用户申请的禁言",32768,0,2025/12/15 14:40,2025/12/15 18:27
1676,1836332,在管理明确不允许发布无意义回复的讨论下，发布无意义回复（7 天）,0,32768,2025/12/15 19:47,2025/12/15 20:17
1677,1377813,因学术不端而棕名惩罚 14 天,0,0,2025/12/16 13:52,2025/12/16 13:57
1678,630366,支付滥用评测资源造成的损失费用，并且提交书面检讨，允许解封,2,0,2025/12/16 14:37,2025/12/16 14:38
1679,1462088,购买洛谷网校课程，网校学员快速解封,2,0,2025/12/16 14:32,2025/12/16 14:38
1680,1355044,"根据用户申请（#LVLF220376）进行调整：\
禁言、禁止私信满一年",98304,0,2025/12/16 14:26,2025/12/16 14:38
1681,1376355,"根据用户申请（#JLCF208911）进行调整：\
解除用户申请的禁用权限",753664,0,2025/12/16 14:26,2025/12/16 14:38
1682,1875147,发布敏感内容,0,32770,2025/12/16 17:56,2025/12/16 20:53
1683,1029900,"根据用户申请（#KVUE473444）进行调整：\
用户申请",0,32768,2025/12/16 22:00,2025/12/16 22:47
1684,1753388,"根据用户申请（#FXXW180323）进行调整：\
用户申请",0,65536,2025/12/16 22:00,2025/12/16 22:47
1685,1864229,用户名高仿管理,0,2,2025/12/17 11:58,2025/12/17 12:00
1686,1794497,因学术不端而棕名惩罚 14 天,0,0,2025/12/17 11:56,2025/12/17 12:00
1687,1487779,因学术不端而棕名惩罚 14 天,0,0,2025/12/17 11:55,2025/12/17 12:00
1688,1795427,因学术不端而棕名惩罚 14 天,0,0,2025/12/17 11:50,2025/12/17 12:00
1689,1702181,提交抄袭他人的题解，作为自己的题解提交,0,131072,2025/12/17 12:50,2025/12/17 13:20
1690,1702181,因学术不端而棕名惩罚 14 天,0,0,2025/12/17 12:49,2025/12/17 13:20
1691,1939455,"根据用户申请（#CXUB493188）进行调整：\
用户申请",0,753664,2025/12/17 12:25,2025/12/17 13:20
1692,1470258,违规用户名,0,2,2025/12/17 12:22,2025/12/17 13:20
1693,1960319,违规用户名,0,2,2025/12/17 12:22,2025/12/17 13:20
1694,1774887,经核查，涉嫌出借或者转让奖项认证账号,0,2,2025/12/17 12:22,2025/12/17 13:20
1695,695141,经核查，涉嫌出借或者转让奖项认证账号,0,2,2025/12/17 12:22,2025/12/17 13:20
1696,935930,因学术不端而棕名惩罚 14 天,0,0,2025/12/17 12:18,2025/12/17 13:20
1697,591338,用户名高仿管理,0,2,2025/12/17 12:16,2025/12/17 13:20
1698,1789649,因学术不端而棕名惩罚 14 天,0,0,2025/12/17 12:16,2025/12/17 13:20
1699,2013683,因学术不端而棕名惩罚 14 天,0,0,2025/12/17 12:15,2025/12/17 13:20
1700,1957950,违规用户名,0,2,2025/12/17 12:14,2025/12/17 13:20
1701,1772604,违规头像+个性签名辱骂他人,0,2,2025/12/17 12:11,2025/12/17 13:20
1702,991302,因学术不端而棕名惩罚 14 天,0,0,2025/12/17 12:07,2025/12/17 13:20
1703,1995450,违规用户名,0,2,2025/12/17 12:01,2025/12/17 13:20
1704,1300081,违规用户名,0,2,2025/12/17 12:01,2025/12/17 13:20
1705,695141,提交书面检讨，并强制重设密码,2,1,2025/12/17 14:18,2025/12/17 14:48
1706,1774887,提交书面检讨，并强制重设密码,2,1,2025/12/17 14:18,2025/12/17 14:48
1707,1673960,在管理明确不允许发布无意义回复的讨论下，发布无意义回复（7 天）,0,32768,2025/12/17 17:24,2025/12/17 18:14
1708,1799466,因学术不端而棕名惩罚 14 天,0,0,2025/12/17 15:56,2025/12/17 18:14
1709,1608232,在管理明确不允许发布无意义回复的讨论下，发布无意义回复（7 天）,0,32768,2025/12/17 15:16,2025/12/17 18:14
1710,1268380,题库志愿者轮换,2097156,0,2025/12/17 20:28,2025/12/17 20:54
1711,979266,题库志愿者轮换,2097156,0,2025/12/17 20:28,2025/12/17 20:54
1712,760954,题库志愿者轮换,2097156,0,2025/12/17 20:28,2025/12/17 20:54
1713,750292,题库志愿者轮换,2097156,0,2025/12/17 20:28,2025/12/17 20:54
1714,554665,题库志愿者轮换,2097156,0,2025/12/17 20:28,2025/12/17 20:54
1715,399762,题库志愿者轮换,2097156,0,2025/12/17 20:28,2025/12/17 20:54
1716,345930,题库志愿者轮换,2097156,0,2025/12/17 20:28,2025/12/17 20:54
1717,308854,题库志愿者轮换,2097156,0,2025/12/17 20:28,2025/12/17 20:54
1718,305522,题库志愿者轮换,2097156,0,2025/12/17 20:28,2025/12/17 20:54
1719,266011,题库志愿者轮换,2097156,0,2025/12/17 20:28,2025/12/17 20:54
1720,253738,题库志愿者轮换,2097156,0,2025/12/17 20:28,2025/12/17 20:54
1721,183954,题库志愿者轮换,2097156,0,2025/12/17 20:28,2025/12/17 20:54
1722,67942,题库志愿者轮换,2097156,0,2025/12/17 20:28,2025/12/17 20:54
1723,575275,题库志愿者轮换，感谢贡献,0,2097156,2025/12/17 20:28,2025/12/17 20:54
1724,441247,题库志愿者轮换，感谢贡献,0,2097156,2025/12/17 20:28,2025/12/17 20:54
1725,399762,题库志愿者轮换，感谢贡献,0,2097156,2025/12/17 20:28,2025/12/17 20:54
1726,372983,题库志愿者轮换，感谢贡献,0,2097156,2025/12/17 20:28,2025/12/17 20:54
1727,308854,题库志愿者轮换，感谢贡献,0,2097156,2025/12/17 20:28,2025/12/17 20:54
1728,188950,题库志愿者轮换，感谢贡献,0,2097156,2025/12/17 20:28,2025/12/17 20:54
1729,137242,题库志愿者轮换，感谢贡献,0,2097152,2025/12/17 20:28,2025/12/17 20:54
1730,122461,题库志愿者轮换，感谢贡献,0,2097156,2025/12/17 20:28,2025/12/17 20:54
1731,90693,题库志愿者轮换，感谢贡献,0,2097152,2025/12/17 20:28,2025/12/17 20:54
1732,1835221,上传纳粹头像,0,2,2025/12/17 21:17,2025/12/17 22:09
1733,90693,权限补充,2097152,0,2025/12/17 22:58,2025/12/18 11:06
1734,2027559,2030242 同号，垃圾小号,0,2,2025/12/18 15:45,2025/12/18 16:02
1735,2030242,滥用评测资源,0,2,2025/12/18 15:28,2025/12/18 16:02
1736,1285240,在管理明确不允许发布无意义回复的讨论下，发布无意义回复（7 天）,0,32768,2025/12/18 19:35,2025/12/18 19:57
1737,1762936,因学术不端而棕名惩罚 14 天,0,0,2025/12/18 17:03,2025/12/18 19:57
1738,1811876,讨论区题解，多次被举报删除继续发帖。禁言 7 天,0,32768,2025/12/19 11:04,2025/12/19 11:37
1739,1431477,上传违规图片,0,524288,2025/12/19 15:31,2025/12/19 15:53
1740,1863669,上传违规头像,0,524288,2025/12/19 15:28,2025/12/19 15:53
1741,1795470,违规头像,0,524290,2025/12/19 15:26,2025/12/19 15:53
1742,1358215,根据用户申请（#VCLT411611）进行调整,0,98304,2025/12/19 14:41,2025/12/19 15:53
1743,274215,根据用户申请（#TWJB976249）进行调整：满7天,32768,0,2025/12/19 14:40,2025/12/19 15:53
1744,1756501,因学术不端而棕名惩罚 14 天,0,0,2025/12/19 14:29,2025/12/19 15:53
1745,818519,因学术不端而棕名惩罚 14 天,0,0,2025/12/19 16:04,2025/12/19 17:40
1746,818519,多次提交抄袭他人的题解进行题解审核,0,131072,2025/12/19 16:04,2025/12/19 17:40
1747,1326964,因学术不端而棕名惩罚 14 天,0,0,2025/12/19 16:01,2025/12/19 17:40
1748,1326964,多次提交抄袭他人的题解进行题解审核,0,131072,2025/12/19 16:01,2025/12/19 17:40
1749,1418335,"根据用户申请（#KCGH874448）进行调整：\
禁止私信满一年",65536,0,2025/12/19 20:19,2025/12/19 20:43
1750,1342097,"根据用户申请（#BQQX877572）进行调整：\
禁言满 7 天",32768,0,2025/12/19 20:18,2025/12/19 20:43
1751,663638,在多个题目板块中发布本质内容相同的帖子，造成了刷屏后果。由于有多次前科（三次禁言、一次封号），仍然未能遵守社区规则，本次将禁言一年且不予解封。,0,32768,2025/12/19 20:51,2025/12/19 20:59
1752,1965724,在【用户工单 - 申请权限变更】工单中进行大量辱骂，额外给予禁言,0,32768,2025/12/20 11:54,2025/12/20 12:00
1753,1965724,根据用户申请（#LFRA915728）进行调整,0,524288,2025/12/20 11:54,2025/12/20 12:00
